,rsp_id,country,hh_size,remittances_yn,remesa_efectivo_uso_pct/2,exp_6months_health_USD,govt_ngo_help,health_top_priority
2932,2066,SLV,6,1,,20.0,0,0
2933,2065,SLV,8,0,,10.0,0,0
2936,2062,SLV,4,0,,25.0,0,0
2938,2060,SLV,4,1,,35.0,0,1
2939,2059,SLV,3,0,,10.0,0,1
2941,2057,SLV,4,1,30.0,400.0,0,0
2942,2056,SLV,2,1,,300.0,0,1
2943,2055,SLV,8,0,,100.0,0,0
2944,2054,SLV,1,0,,30.0,0,0
2945,2053,SLV,7,1,,300.0,0,0
2949,2049,SLV,7,1,30.0,100.0,0,0
2950,2048,SLV,3,1,,100.0,0,0
2951,2047,SLV,1,1,50.0,300.0,0,1
2952,2046,SLV,9,0,,25.0,0,0
2953,2045,SLV,8,0,,70.0,0,0
2954,2044,SLV,4,0,,75.0,0,1
2956,2042,SLV,5,1,,60.0,0,1
2957,2041,SLV,4,0,,20.0,0,0
2959,2039,SLV,6,0,,600.0,0,0
2961,2037,SLV,5,0,,100.0,0,0
2963,2035,SLV,5,0,,75.0,0,1
2965,2033,SLV,3,1,,100.0,0,0
2968,2030,SLV,8,0,,10.0,0,0
2969,2029,SLV,4,1,,500.0,0,1
2970,2028,SLV,5,0,,40.0,0,0
2997,2001,SLV,6,0,,54.0,0,0
2998,2000,SLV,7,1,,80.0,0,0
2999,1999,SLV,4,0,,150.0,0,0
3001,1997,SLV,6,1,60.0,150.0,0,0
3002,1996,SLV,4,1,,63.0,0,0
3003,1995,SLV,4,0,,6.0,0,0
3004,1994,SLV,5,1,,32.0,0,0
3152,1846,SLV,4,1,65.0,6000.0,0,0
3153,1845,SLV,4,0,,120.0,0,0
3154,1844,SLV,5,0,,30.0,0,0
3160,1838,SLV,3,1,,0.5043000000000001,0,0
3161,1837,SLV,4,1,,20.0,0,0
3162,1836,SLV,3,0,,20.0,0,0
3164,1834,SLV,3,1,100.0,300.0,0,1
3165,1833,SLV,3,1,,100.0,0,0
3166,1832,SLV,4,1,20.0,55.0,0,0
3168,1830,SLV,9,1,,1000.0,0,1
3182,1816,SLV,2,1,20.0,300.0,0,0
3183,1815,SLV,0,0,,60.0,0,0
3184,1814,SLV,3,1,,60.0,0,0
3185,1813,SLV,3,1,,200.0,0,0
3186,1812,SLV,2,0,,30.0,0,0
3187,1811,SLV,4,1,20.0,400.0,0,1
3192,1806,SLV,4,1,80.0,75.0,0,0
3193,1805,SLV,7,0,,20.0,0,0
3194,1804,SLV,5,0,,100.0,0,0
3196,1802,SLV,3,1,,20.0,0,0
3197,1801,SLV,3,0,,120.0,0,0
3198,1800,SLV,7,1,,300.0,0,0
3199,1799,SLV,7,1,25.0,60.0,0,0
3200,1798,SLV,4,1,40.0,250.0,0,0
3201,1797,SLV,4,0,,50.0,0,0
3202,1796,SLV,5,1,70.0,2000.0,0,0
3203,1795,SLV,2,0,,250.0,0,1
3204,1794,SLV,3,0,,900.0,0,1
3205,1793,SLV,2,0,,390.0,0,0
3206,1792,SLV,4,0,,200.0,0,0
3207,1791,SLV,2,0,,180.0,0,0
3208,1790,SLV,4,0,,600.0,0,0
3209,1789,SLV,7,0,,180.0,0,0
3210,1788,SLV,4,1,,25.0,0,0
3211,1787,SLV,3,0,,100.0,0,0
3212,1786,SLV,5,1,25.0,400.0,0,0
3213,1785,SLV,3,0,,250.0,0,0
3214,1784,SLV,2,1,,300.0,0,1
3215,1783,SLV,1,1,,30.0,0,0
3216,1782,SLV,5,1,,50.0,0,0
3218,1780,SLV,5,0,,14.0,0,0
3220,1778,SLV,2,1,20.0,200.0,0,0
3221,1777,SLV,3,0,,3000.0,0,1
3222,1776,SLV,2,1,40.0,30.0,0,0
3223,1775,SLV,6,1,100.0,500.0,0,1
3225,1773,SLV,2,0,,35.0,0,0
3226,1772,SLV,5,1,,127.0,0,0
3227,1771,SLV,5,0,,200.0,0,1
3228,1770,SLV,3,0,,25.0,0,0
3229,1769,SLV,3,0,,80.0,0,0
3231,1767,SLV,4,1,,200.0,0,0
3232,1766,SLV,4,1,,200.0,0,0
3233,1765,SLV,3,0,,62.0,0,0
3234,1764,SLV,5,0,,550.0,0,1
3235,1763,SLV,3,1,100.0,1000.0,0,0
3236,1762,SLV,4,1,,50.0,0,0
3237,1761,SLV,4,0,,100.0,0,0
3238,1760,SLV,4,1,50.0,20.0,0,0
3239,1759,SLV,3,0,,50.0,0,0
3240,1758,SLV,4,0,,18.0,0,0
3245,1753,SLV,4,0,,20.0,0,0
3246,1752,SLV,5,0,,30.0,0,0
3248,1750,SLV,2,0,,50.0,0,1
3249,1749,SLV,3,1,,200.0,0,1
3250,1748,SLV,3,0,,30.0,0,1
3251,1747,SLV,5,0,,100.0,0,1
3252,1746,SLV,4,0,,20.0,0,1
3253,1745,SLV,1,0,,12.0,0,1
3263,1735,SLV,4,1,20.0,500.0,0,1
3269,1729,SLV,3,0,,1200.0,0,0
3270,1728,SLV,3,0,,60.0,0,1
3274,1724,SLV,6,1,,175.0,0,0
3275,1723,SLV,3,0,,40.0,0,0
3276,1722,SLV,2,0,,50.0,0,0
3277,1721,SLV,3,0,,400.0,0,0
3279,1719,SLV,5,1,,36.0,0,0
3280,1718,SLV,7,0,,30.0,0,1
3281,1717,SLV,4,1,20.0,50.0,0,0
3282,1716,SLV,4,1,,300.0,0,0
3283,1715,SLV,4,0,,400.0,0,0
3288,1710,SLV,6,0,,10.0,0,0
3289,1709,SLV,3,1,,50.0,0,0
3290,1708,SLV,3,0,,42.0,0,0
3291,1707,SLV,8,1,20.0,30.0,0,0
3292,1706,SLV,5,1,,300.0,0,0
3295,1703,SLV,6,0,,100.0,0,1
3296,1702,SLV,4,0,,40.0,0,0
3297,1701,SLV,6,0,,550.0,0,0
3298,1700,SLV,3,0,,20.0,0,0
3299,1699,SLV,4,0,,300.0,0,0
3300,1698,SLV,5,0,,500.0,0,0
3301,1697,SLV,4,0,,50.0,0,0
3474,1524,SLV,3,0,,300.0,0,0
3475,1523,SLV,6,0,,50.0,0,0
3476,1522,SLV,2,0,,40.0,0,0
3477,1521,SLV,3,1,,50.0,0,0
3478,1520,SLV,3,0,,70.0,0,0
3479,1519,SLV,6,0,,80.0,0,0
3481,1517,SLV,5,0,,150.0,0,0
3484,1514,SLV,2,0,,50.0,0,0
3485,1513,SLV,5,0,,137.0,0,0
3487,1511,SLV,2,1,,400.0,0,0
3488,1510,SLV,6,0,,300.0,0,0
3494,1504,SLV,9,1,25.0,400.0,0,1
3495,1503,SLV,4,0,,30.0,0,0
3498,1500,SLV,3,0,,100.0,0,0
3499,1499,SLV,5,1,,25.0,0,0
3500,1498,SLV,5,1,,50.0,0,0
3501,1497,SLV,4,1,,60.0,0,0
3502,1496,SLV,3,1,,160.0,0,0
3503,1495,SLV,4,1,,50.0,0,0
3509,1489,SLV,2,1,,40.0,0,0
3510,1488,SLV,6,0,,100.0,0,0
3517,1481,SLV,5,1,,1100.0,0,0
3518,1480,SLV,6,0,,600.0,0,0
3519,1479,SLV,3,1,50.0,600.0,0,0
3520,1478,SLV,5,1,40.0,121.0,0,0
3521,1477,SLV,6,1,,150.0,0,0
3522,1476,SLV,1,1,,600.0,0,1
3523,1475,SLV,5,0,,500.0,0,0
3525,1473,SLV,4,0,,800.0,0,1
3526,1472,SLV,6,0,,20.0,0,0
3527,1471,SLV,2,0,,2500.0,0,0
3528,1470,SLV,3,1,,100.0,0,0
3532,1466,SLV,4,0,,75.0,0,1
3533,1465,SLV,3,0,,40.0,0,0
3539,1459,SLV,2,1,,60.0,0,0
3540,1458,SLV,4,1,,400.0,0,0
3541,1457,SLV,2,0,,120.0,0,0
3543,1455,SLV,2,0,,52.0,0,1
3544,1454,SLV,6,1,25.0,1000.0,0,1
3547,1451,SLV,6,1,50.0,60.0,0,0
3548,1450,SLV,4,1,,2500.0,0,0
3550,1448,SLV,4,1,,35.0,0,0
3552,1446,SLV,4,0,,0.05043,0,0
3554,1444,SLV,3,1,,30.0,0,1
3555,1443,SLV,3,1,100.0,150.0,0,0
3556,1442,SLV,2,0,,100.0,0,1
3557,1441,SLV,3,0,,60.0,0,0
3558,1440,SLV,4,0,,15.0,0,0
3560,1438,SLV,4,0,,30.0,0,0
3561,1437,SLV,6,1,100.0,600.0,0,0
3562,1436,SLV,2,0,,200.0,0,0
3563,1435,SLV,4,1,100.0,400.0,0,0
3565,1433,SLV,3,0,,100.0,0,0
3566,1432,SLV,5,0,,50.0,0,0
3567,1431,SLV,6,1,,35.0,0,0
3569,1429,SLV,2,0,,72.0,0,1
3570,1428,SLV,6,1,,300.0,0,1
3572,1426,SLV,6,0,,150.0,0,0
3573,1425,SLV,4,0,,157.0,0,0
3574,1424,SLV,4,1,,30.0,0,1
3575,1423,SLV,3,0,,150.0,0,0
3576,1422,SLV,3,0,,350.0,0,0
3577,1421,SLV,3,1,,100.0,0,0
3578,1420,SLV,2,1,,300.0,0,1
3579,1419,SLV,3,0,,200.0,0,0
3580,1418,SLV,4,1,20.0,200.0,0,1
3581,1417,SLV,3,1,,200.0,0,1
3582,1416,SLV,3,0,,200.0,0,0
3583,1415,SLV,4,0,,10.0,0,0
3585,1413,SLV,2,0,,220.0,0,1
3586,1412,SLV,11,1,,200.0,0,0
3587,1411,SLV,3,1,50.0,400.0,0,1
3588,1410,SLV,4,0,,100.0,0,0
3589,1409,SLV,2,1,,120.0,0,0
3590,1408,SLV,3,1,80.0,300.0,0,0
3591,1407,SLV,5,1,,500.0,0,0
3592,1406,SLV,4,0,,800.0,0,0
3593,1405,SLV,3,0,,80.0,0,0
3595,1403,SLV,5,0,,30.0,0,1
3596,1402,SLV,4,1,,36.0,0,0
3597,1401,SLV,2,0,,200.0,0,1
3598,1400,SLV,4,1,,500.0,0,0
3599,1399,SLV,2,0,,360.0,0,0
3600,1398,SLV,9,1,,80.0,0,0
3601,1397,SLV,18,1,100.0,500.0,0,0
3602,1396,SLV,2,0,,300.0,0,0
3603,1395,SLV,6,0,,50.0,0,0
3604,1394,SLV,5,1,50.0,10.0,0,1
3605,1393,SLV,6,0,,50.0,0,1
3606,1392,SLV,4,1,,40.0,0,0
3607,1391,SLV,1,1,40.0,150.0,0,1
3609,1389,SLV,3,1,100.0,400.0,0,1
3610,1388,SLV,2,1,80.0,240.0,0,1
3611,1387,SLV,2,0,,20.0,0,0
3613,1385,SLV,3,1,50.0,300.0,0,1
3614,1384,SLV,2,0,,75.0,0,0
3616,1382,SLV,7,0,,10.0,0,0
3617,1381,SLV,7,1,50.0,150.0,0,0
3618,1380,SLV,5,1,,250.0,0,0
3619,1379,SLV,3,0,,100.0,0,0
3620,1378,SLV,6,1,15.0,250.0,0,0
3621,1377,SLV,5,1,,20.0,0,0
3622,1376,SLV,3,1,100.0,180.0,0,0
3623,1375,SLV,2,1,20.0,100.0,0,0
3624,1374,SLV,5,0,,50.0,0,0
3625,1373,SLV,6,0,,600.0,0,0
3626,1372,SLV,2,1,50.0,300.0,0,0
3627,1371,SLV,4,1,,10.0,0,1
3629,1369,SLV,1,1,20.0,500.0,0,0
3630,1368,SLV,4,1,,500.0,0,0
3631,1367,SLV,3,1,100.0,400.0,0,0
3632,1366,SLV,0,0,,4.0,0,0
3633,1365,SLV,3,0,,25.0,0,0
3634,1364,SLV,4,1,30.0,100.0,0,1
3635,1363,SLV,3,1,75.0,1000.0,0,0
3636,1362,SLV,5,0,,25.0,0,0
3637,1361,SLV,4,0,,100.0,0,0
3640,1358,SLV,6,1,75.0,200.0,0,1
3641,1357,SLV,3,1,100.0,500.0,0,0
3642,1356,SLV,3,0,,60.0,0,0
3643,1355,SLV,2,0,,25.0,0,0
3644,1354,SLV,3,0,,60.0,0,0
3645,1353,SLV,2,1,,180.0,0,0
3646,1352,SLV,4,1,,97.0,0,0
3649,1349,SLV,4,0,,45.0,0,0
3651,1347,SLV,2,1,100.0,600.0,0,0
3652,1346,SLV,1,1,10.0,1000.0,0,1
3653,1345,SLV,0,1,,10.0,0,0
3654,1344,SLV,4,1,,50.0,0,0
3655,1343,SLV,5,0,,100.0,0,0
3657,1341,SLV,10,1,10.0,300.0,0,0
3658,1340,SLV,11,0,,10.0,0,0
3659,1339,SLV,7,0,,100.0,0,0
3660,1338,SLV,7,0,,40.0,0,0
3661,1337,SLV,0,0,,50.0,0,0
3663,1335,SLV,3,1,,150.0,0,0
3664,1334,SLV,5,0,,165.0,0,0
3666,1332,SLV,6,1,,150.0,0,0
3667,1331,SLV,2,1,,50.0,0,1
3668,1330,SLV,2,0,,360.0,0,0
3669,1329,SLV,5,1,25.0,300.0,0,1
3670,1328,SLV,2,1,,2000.0,0,0
3671,1327,SLV,4,1,10.0,100.0,0,0
3672,1326,SLV,5,1,20.0,25.0,0,1
3674,1324,SLV,4,0,,10.0,0,1
3676,1322,SLV,4,1,100.0,70.0,0,0
3677,1321,SLV,3,0,,10.0,0,0
3679,1319,SLV,6,0,,300.0,0,0
3680,1318,SLV,2,0,,30.0,0,0
3681,1317,SLV,3,1,20.0,300.0,0,0
3843,1155,SLV,8,1,80.0,130.0,0,0
3844,1154,SLV,5,0,,200.0,0,0
3845,1153,SLV,3,0,,175.0,0,0
3846,1152,SLV,4,1,100.0,600.0,0,0
3849,1149,SLV,1,1,,100.0,0,0
3850,1148,SLV,3,1,15.0,400.0,0,0
3853,1145,SLV,5,1,100.0,3600.0,0,0
3855,1143,SLV,5,0,,180.0,0,0
3856,1142,SLV,1,0,,300.0,0,0
3859,1139,SLV,3,0,,50.0,0,0
3860,1138,SLV,3,0,,15.0,0,0
3861,1137,SLV,5,0,,100.0,0,0
3862,1136,SLV,4,0,,40.0,0,1
3863,1135,SLV,3,0,,100.0,0,1
3864,1134,SLV,3,0,,150.0,0,0
3865,1133,SLV,4,1,,250.0,0,1
3866,1132,SLV,3,0,,300.0,0,0
3867,1131,SLV,4,1,,200.0,0,0
3897,1101,SLV,6,1,20.0,660.0,0,1
3900,1098,SLV,4,1,15.0,500.0,0,1
3901,1097,SLV,5,1,,400.0,0,0
3902,1096,SLV,7,1,,6.0,0,0
3903,1095,SLV,7,1,10.0,150.0,0,1
3904,1094,SLV,2,1,,90.0,0,0
3905,1093,SLV,4,1,50.0,80.0,0,0
3907,1091,SLV,4,1,25.0,250.0,0,0
3908,1090,SLV,6,1,,30.0,0,0
3910,1088,SLV,4,0,,25.0,0,0
3912,1086,SLV,4,1,,30.0,0,1
3915,1083,SLV,3,1,,200.0,0,0
3916,1082,SLV,4,0,,100.0,0,0
3918,1080,SLV,4,0,,50.0,0,0
3919,1079,SLV,3,1,30.0,100.0,0,0
3920,1078,SLV,4,1,30.0,250.0,0,0
3922,1076,SLV,5,0,,700.0,0,0
3923,1075,SLV,7,0,,25.0,0,0
3924,1074,SLV,3,0,,200.0,0,0
3926,1072,SLV,3,1,,0.1681,0,0
3927,1071,SLV,5,0,,90.0,0,0
3928,1070,SLV,4,1,,150.0,0,0
3929,1069,SLV,2,0,,30.0,0,0
3930,1068,SLV,1,0,,900.0,0,0
3931,1067,SLV,4,1,,400.0,0,0
3932,1066,SLV,6,1,,180.0,0,0
3933,1065,SLV,3,1,50.0,200.0,0,0
3935,1063,SLV,8,1,20.0,180.0,0,0
3937,1061,SLV,18,1,,75.0,0,0
3938,1060,SLV,1,0,,10.0,0,0
3940,1058,SLV,10,1,25.0,300.0,0,1
3941,1057,SLV,3,0,,20.0,0,0
3942,1056,SLV,3,0,,20.0,0,0
3943,1055,SLV,4,0,,10.0,0,0
3944,1054,SLV,5,0,,40.0,0,1
3945,1053,SLV,3,1,,90.0,0,0
3947,1051,SLV,5,0,,600.0,0,1
3948,1050,SLV,5,0,,300.0,0,0
3949,1049,SLV,8,1,,3000.0,0,0
3951,1047,SLV,8,1,,800.0,0,0
3952,1046,SLV,5,1,,600.0,0,0
3953,1045,SLV,5,0,,700.0,0,1
3954,1044,SLV,2,0,,60.0,0,0
3955,1043,SLV,4,1,30.0,300.0,0,1
3956,1042,SLV,5,1,50.0,200.0,0,1
3957,1041,SLV,5,0,,30.0,1,1
3959,1039,SLV,5,1,,100.0,0,0
3960,1038,SLV,6,1,,60.0,0,0
3961,1037,SLV,6,1,100.0,1600.0,0,1
3962,1036,SLV,6,0,,700.0,0,0
3964,1034,SLV,3,0,,300.0,0,0
3965,1033,SLV,3,0,,84.0,0,0
3966,1032,SLV,6,0,,180.0,0,1
3967,1031,SLV,5,1,50.0,180.0,0,1
3968,1030,SLV,4,1,,60.0,0,1
3969,1029,SLV,3,0,,200.0,0,0
3970,1028,SLV,5,1,,200.0,0,1
3971,1027,SLV,7,0,,25.0,0,1
3973,1025,SLV,4,0,,600.0,0,0
3975,1023,SLV,1,1,,325.0,0,0
3976,1022,SLV,2,0,,240.0,0,0
3977,1021,SLV,2,1,40.0,30.0,0,0
3987,1011,SLV,7,0,,50.0,0,0
3989,1009,SLV,5,1,,300.0,0,0
3990,1008,SLV,2,1,,40.0,0,1
3991,1007,SLV,5,1,40.0,300.0,0,0
3992,1006,SLV,5,0,,60.0,0,0
3993,1005,SLV,2,1,70.0,200.0,0,1
3994,1004,SLV,3,0,,1500.0,0,1
3995,1003,SLV,4,1,20.0,600.0,0,1
3996,1002,SLV,4,0,,300.0,0,1
3997,1001,SLV,7,0,,40.0,0,0
4000,998,SLV,8,1,,5.0,0,0
4001,997,SLV,6,1,30.0,400.0,0,0
4002,996,SLV,5,1,,400.0,0,0
4003,995,SLV,4,1,10.0,200.0,0,0
4004,994,SLV,6,1,10.0,600.0,0,1
4005,993,SLV,2,1,,300.0,0,1
4006,992,SLV,2,1,,10.0,0,0
4007,991,SLV,4,1,,2.0,0,0
4008,990,SLV,2,0,,200.0,0,0
4009,989,SLV,5,0,,20.0,0,0
4010,988,SLV,2,0,,25.0,0,0
4011,987,SLV,8,1,,200.0,0,0
4012,986,SLV,6,0,,45.0,0,0
4013,985,SLV,5,1,,60.0,0,0
4014,984,SLV,6,1,,250.0,0,0
4016,982,SLV,5,0,,100.0,0,0
4017,981,SLV,5,0,,300.0,0,0
4018,980,SLV,2,1,50.0,300.0,0,0
4019,979,SLV,3,0,,90.0,0,0
4020,978,SLV,4,0,,70.0,0,0
4022,976,SLV,5,0,,300.0,0,0
4023,975,SLV,12,0,,100.0,0,0
4025,973,SLV,0,1,,250.0,0,0
4026,972,SLV,5,0,,500.0,0,1
4028,970,SLV,5,0,,50.0,0,0
4029,969,SLV,5,1,,100.0,0,0
4031,967,SLV,3,1,,3.0,0,0
4033,965,SLV,5,0,,100.0,0,0
4035,963,SLV,7,0,,10.0,0,0
4036,962,SLV,4,0,,40.0,0,0
4037,961,SLV,4,1,,15.0,0,0
4058,940,SLV,3,0,,50.0,0,0
4207,791,SLV,3,1,25.0,25.0,0,0
4959,39,SLV,6,0,,500.0,0,0
4960,38,SLV,7,1,,20.0,0,0
4961,37,SLV,2,0,,150.0,0,0
4962,36,SLV,3,1,100.0,1200.0,0,0
4963,35,SLV,4,1,25.0,40.0,0,0
4964,34,SLV,4,0,,450.0,0,0
4967,31,SLV,3,1,,20.0,0,0
